"business_product_id";"information_group";"discriminator";"changed_time";"deleted";"name";"street";"house_number";"box_number";"postal_code";"city_name";"main_city_name";"distance";"promotional_region";"x";"y";"lat";"long";"green_key_labeled";"accessibility_label";"closing_period";"next_year_closing_period";"phone1";"phone2";"phone3";"email";"website";"facebook";"twitter";"flickr";"instagram";"product_description";"link_to_accessibility_website";"accessibility_description";"entrance";"route_and_levels";"common_toilet";"allergies";"extra_facilities";"food_allergy";"deaf";"auditive";"mental";"motor";"blind";"visual";"autism";"food_allergy_desc";"allergies_desc";"deaf_desc";"auditive_desc";"mental_desc";"motor_desc";"blind_desc";"visual_desc";"autism_desc";"garden";"space_table_desc"
"276815";"ACTIVITY";"FOOD_DRINKS";"2025-06-28 19:51:07";"0";"Bistro Tearoom De Kippe";"STATIONSSTRAAT";"";"";"8650";"Houthulst";"Houthulst";"";"westhoek";"44486.94228620402";"183965.9667331465";"50.956906";"2.865708";"";"";"";"";"+32 51 54 40 48";"";"";"dekippe@telenet.be";"http://www.dekippe.be";"";"";"";"";"De Kippe is een gezellige en kindvriendelijke plek in het rustige Merkem. Het is tegelijk een café, tearoom, bistro en kunstgalerij.

De Kippe is toegankelijk met hulp. Er is geen eigen parkeerterrein, maar binnen een straal van 200 m zijn er wel aangepaste parkeerplaatsen. Het toegangspad via het terras verloopt vlak en drempelloos. De toegang is voldoende breed, verloopt drempelloos en er is voldoende circulatieruimte. Ook in de zaal is er voldoende circulatieruimte. De tafels zijn onderrijdbaar. Op de route naar het sanitair is de circulatieruimte na de sasdeur beperkt. De opstelruimte aan de deur is nipt, maar bruikbaar. In het aangepast toilet ontbreekt enkel een steunbeugel aan de gesloten zijde van het toilet.";"";"De Kippe is een gezellige en kindvriendelijke plek in het rustige Merkem. Het is tegelijk een café, tearoom, bistro en kunstgalerij.

De Kippe is toegankelijk met hulp. Er is geen eigen parkeerterrein, maar binnen een straal van 200 m zijn er wel aangepaste parkeerplaatsen. Het toegangspad via het terras verloopt vlak en drempelloos. De toegang is voldoende breed, verloopt drempelloos en er is voldoende circulatieruimte. Ook in de zaal is er voldoende circulatieruimte. De tafels zijn onderrijdbaar. Op de route naar het sanitair is de circulatieruimte na de sasdeur beperkt. De opstelruimte aan de deur is nipt, maar bruikbaar. In het aangepast toilet ontbreekt enkel een steunbeugel aan de gesloten zijde van het toilet.";"";"";"";"0";"";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"276787";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 22:56:19";"0";"Bistro Vaudeville";"Vindictivelaan";"1A";"";"8400";"Oostende";"Oostende";"";"kust";"48552.19";"213992";"51.2269328384992";"2.916501464166336";"";"";"";"";"+32 59 80 81 42";"";"";"bistro.vaudeville@gmail.com";"";"";"";"";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Oostende” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Oostende” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"";"";"0";"";"";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"276559";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 11:28:52";"0";"Boury";"Rumbeeksesteenweg";"300";"";"8800";"Roeselare";"Roeselare";"";"leieStreek";"63655.98";"181499.9";"50.93737029432194";"3.140362688918961";"";"";"";"";"+32 51 62 64 62";"";"";"info@restaurantboury.be";"http://www.timboury.be";"";"";"";"";"Lichte sterrenkeuken in een setting die rust en luxe uitstraalt door warme natuurelementen.

Chef Tim Boury streeft naar evenwicht tussen de klassieke en vooruitstrevende keuken. Op het menu staan steevast rauwe bereidingen met vis en vlees.

Sluitingsdagen: maandag & zondag.";"http://toevla.vlaanderen.be/publiek/nl/register/detail/4940";"Op het menu staan gevarieerde gerechten, zowel frisse als volle seizoensbereidingen. ";"";"Er is een lange helling naar de voordeur. ";"";"0";"Via een lift bereik je het aangepast toilet (daarover hebben we geen objectieve gegevens).";"1";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"276569";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 11:38:17";"0";"Brasserie Boulevard";"Kortrijksesteenweg";"175";"";"9831";"Deurle";"Sint-Martens-Latem";"";"leieStreek";"98379.17";"188974.37";"51.00867443888734";"3.633270080171401";"";"";"";"";"+32 9 279 12 00";"";"";"thomas@blvd.be";"http://www.blvd.be";"";"";"";"";"Brasseriekeuken met nadruk op kwaliteitsingrediënten in een huiselijk pand met open keuken.
Chef Sam D'Huyvetter probeert niet te imponeren met hoogstaande kunstwerkjes. Hij puurt klassieke gerechten uit en steekt ze in een hedendaags jasje.

Sluitingsdagen: zaterdagmiddag & zondag.";"http://toevla.vlaanderen.be/publiek/nl/register/detail/2687";"";"";"Je laat je best voor de ingang afzetten, de parking is moeilijk berijdbaar met de rolstoel. Er is een drempel van 5 cm aan de ingang. Je kan ook hulp nodig hebben voor de beperkte ruimte in het inkomsas. ";"";"0";"Er is geen aangepast toilet.";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"276781";"ACTIVITY";"FOOD_DRINKS";"2020-06-02 15:20:21";"0";"Brasserie Carrousel (Hotel Cosmopolite)";"Albert I laan";"141";"";"8620";"Nieuwpoort";"Nieuwpoort";"";"kust";"34713.11";"205706.73";"51.14988473087764";"2.721079136103271";"";"";"";"";"+32 58 23 33 66";"";"";"info@cosmopolite.be";"http://www.cosmopolite.be/nl/brasserie-carrousel-0";"";"";"";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Nieuwpoort” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.
De trendy brasserie Carrousel maakt deel uit van hotel Cosmopolite. Je komt er binnen langs de drempelloze ingang met automatische deur. Er is een aangepast toilet, met enigszins beperkte manoeuvreerruimte (120x150 cm, wat betekent dat een gewone rolstoel er niet helemaal kan draaien). Er zijn twee beugels aanwezig. Goede opstelruimte naast en schuin voor het toilet, maar wat nipt recht ervoor (90 cm).";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Nieuwpoort” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.
De trendy brasserie Carrousel maakt deel uit van hotel Cosmopolite. Je komt er binnen langs de drempelloze ingang met automatische deur. Er is een aangepast toilet, met enigszins beperkte manoeuvreerruimte (120x150 cm, wat betekent dat een gewone rolstoel er niet helemaal kan draaien). Er zijn twee beugels aanwezig. Goede opstelruimte naast en schuin voor het toilet, maar wat nipt recht ervoor (90 cm).";"";"";"";"0";"";"";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"276775";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 20:27:46";"0";"Brasserie Cinq Annoo";"GRAAF D'URSELLAAN";"45";"";"8301";"Heist-aan-Zee";"Knokke-Heist";"";"kust";"71799.19466401453";"226139.6768760001";"51.340258";"3.245306";"";"";"";"";"+32 50 51 03 10";"";"";"christoph.vandewalle@telenet.be";"http://www.cinqannoo.be";"";"";"";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Knokke-Heist” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.
De ingang heeft een drempel van 3 cm. Verder kun je vlot Cinq Annoo binnen. Op het terras vonden onze onderzoekers (in 2010) geen vlot onderrijdbare tafel, maar binnen wel. Er is een niet-verlengd aangepast toilet met overal voldoende ruimte en één opklapbare steunbeugel.";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Knokke-Heist” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.
De ingang heeft een drempel van 3 cm. Verder kun je vlot Cinq Annoo binnen. Op het terras vonden onze onderzoekers (in 2010) geen vlot onderrijdbare tafel, maar binnen wel. Er is een niet-verlengd aangepast toilet met overal voldoende ruimte en één opklapbare steunbeugel.";"";"";"";"0";"";"";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"276733";"ACTIVITY";"FOOD_DRINKS";"2022-06-08 07:42:08";"0";"Brasserie De Groene Hendrickx";"Zuivelmarkt";"25";"";"3500";"Hasselt";"Hasselt";"";"haspengouw";"218304.97";"180550.24";"50.93121289023328";"5.340387519747992";"";"";"";"";"+32 11 28 82 15";"";"";"groene@lodge-hotels.be";"www.lodge-hotels.be > Brasseries > De Groene Hendrickx";"";"";"";"";"Brasserie De Groene Hendrickx nodigt uit tot een leuke babbel en voor zonnige dagen is er een sfeervol buitenterras.";"";"";"";"";"";"0";"Nipte circulatie- en opstelruimte aan de deur en in het toilet, maar voldoende voor gebruik. Er is voldoende opstelruimte naast en schuin voor het toilet, ervoor beperkt (98 cm). 2 beugels zijn voorzien.";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"276788";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 22:56:20";"0";"Brasserie Entourage";"Wapenplein";"16";"";"8400";"Oostende";"Oostende";"";"kust";"48707.29";"214567.68";"51.23213334065637";"2.918560435247337";"";"";"";"";"+32 59 43 90 99";"";"";"entourage-oostende@telenet.be";"";"";"";"";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Oostende” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Oostende” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"";"";"0";"";"";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"276744";"ACTIVITY";"FOOD_DRINKS";"2025-03-07 00:10:44";"0";"Brasserie Flo Antwerp (Hilton Antwerp Old Town)";"Groenplaats";"32";"";"2000";"Antwerpen";"Antwerpen";"";"kunststadAntwerpen";"152343.98";"212149.36";"51.21926739642347";"4.402321867752597";"";"";"";"";"+32 3 204 12 29";"";"";"BrasserieFlo.Antwerp@hilton.com";"www.brasseriefloantwerp.com";"";"";"";"";"Restaurant van het Hilton Antwerp Old Town. ";"";"Restaurant van het Hilton Antwerp Old Town. ";"";"";"";"0";"Voldoende opstelruimte naast, schuin voor en voor het (verhoogd en verlengd) toilet in de Lobby Lounge. 2 beugels aanwezig.";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"276765";"ACTIVITY";"FOOD_DRINKS";"2025-02-22 18:22:38";"0";"Brasserie Marcel";"Zeedijk";"121";"";"8370";"Blankenberge";"Blankenberge";"";"kust";"63341.36";"223584.11";"51.31554210823924";"3.12587671779524";"";"";"";"";"+32 50 41 28 46";"";"";"helena@brasseriemarcel.be";"http://www.brasseriemarcel.be";"";"";"";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Blankenberge” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Blankenberge” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"";"";"0";"";"";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"276794";"ACTIVITY";"FOOD_DRINKS";"2025-02-22 11:07:06";"0";"Brasserie Nelson";"Vismijnstraat";"24";"";"8380";"Zeebrugge";"Brugge";"";"kust";"68825.38";"225390.106";"51.332594199757";"3.20405289530754";"";"";"";"";"0032 50 54 59 54";"";"";"";"";"";"";"";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Zeebrugge” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"Gedetailleerde meetgegevens voor deze zaak zijn te vinden op www.toevla.be. De volledige brochure “Toegankelijke restaurants en cafés in Zeebrugge” is beschikbaar onder  “publicaties” op de website www.toegankelijkreizen.be.";"";"";"";"0";"";"";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"276877";"ACTIVITY";"FOOD_DRINKS";"2025-06-28 19:52:17";"0";"Brasserie Stadspark";"Parklaan";"56";"";"2300";"Turnhout";"Turnhout";"";"antwerpseKempen";"190201.03";"222636.54";"51.31212191607021";"4.945296215654885";"";"";"";"";"+32 14 43 87 87";"";"";"info@stadspark.be";"http://www.stadspark.be";"";"";"";"";"Brasserie Stadspark is een gevestigde waarde in Turnhout. Hier kom je voor heerlijke gerechten gemaakt vandagverse producten. Brasserie Stadspark is goed bereikbaar maar ligt tegelijk vlak aan het groene Stadspark. Bij mooi weer kan je ook op het terras zitten. Er is ook een speeltuin en speelweide. ";"";"";"";"Het café-restaurant is opgedeeld in drie zones: voorste deel, achterste deel en een terras. Voor de deur naar het terras is nipte manoeuvreerruimte aanwezig. ";"";"0";"Er is één sanitair blok in het café-restaurant met een aangepast toilet. Voor de deur naar het aangepast sanitair is de manoeuvreerruimte beperkt.";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"287291";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 13:59:57";"0";"Carcasse";"Henri Christiaenlaan";"5";"";"8670";"Koksijde";"Koksijde";"";"kust";"26950.78";"201458.59";"51.11011225179465";"2.611614602528573";"";"INFORMATION_AVAILABLE";"";"";"+32 (0)58 51 72 49";"";"";"info@carcasse.be";"http://www.carcasse.be";"";"";"";"";"Je moet het maar doen: op een boogscheut van het Koksijdse strand een vleesrestaurant openen. Met zijn neus tot staart-filosofie grijpt slager Hendrick Dierendonck je instant bij de lurven. In de potten van Carcasse roert chef Anthony Snoeck. Hij versnijdt en bereidt trots diverse vleesrassen, waaronder het West-Vlaams Rood van de eigen boerderij. Al proef je zijn productkennis even goed in zijn bijgerechten met biologische streekproducten en (vergeten) groenten.";"https://toevla.vlaanderen.be/publiek/nl/register/detail/6121";"";"";"Je komt binnen via een vrij lange helling aan de zijkant. Misschien heb je wat hulp nodig. De inkomdeur is breed.";"";"";"Er is een ruim aangepast toilet, maar de opstelruimte naast het toilet is beperkt en beugels ontbreken.";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"276594";"ACTIVITY";"FOOD_DRINKS";"2025-06-28 19:54:13";"0";"Cuchara";"Lepelstraat ";"3";"";"3920";"Lommel";"Lommel";"";"limburgseKempen";"215822.6076587289";"213867.4766970025";"51.231514";"5.309826";"";"";"";"";"+32 11 75 74 35";"";"";"info@cuchara.be";"http://www.cuchara.be";"";"";"";"";"Een ontmoeting tussen Oost en West in een kunstzinnig wabi-sabi-interieur.
Gezonde en creatieve gerechten met focus op de vijfde smaak: umami. Belgische asperges combineert Chef Jan Tournier zonder enige twijfel met ponzu en gerookte paling werkt hij af met dashi.

Sluitingsdagen: maandag, zaterdagnamiddag & zondag.";"";"De tafels zijn beperkt onderrijdbaar door de centrale poot en vrije hoogte van 66 cm. ";"";"Er is voldoende ruimte binnen. Er is een trede om naar de zaal te gaan, maar daarvoor wordt een wegneembare helling voorzien. ";"";"1";"Er is een ruimer, maar voor veel rolstoelgebruikers onvoldoende toegankelijk toilet.";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
"276570";"ACTIVITY";"FOOD_DRINKS";"2025-03-06 19:43:56";"0";"Cuisine Kwizien";"Bruggestraat";"45";"";"8750";"Zwevezele";"Wingene";"";"brugseOmmeland";"68928.61";"192634.1";"51.03820145874491";"3.212900247326566";"";"";"";"";"+32 51 43 81 78";"";"";"info@cuisinekwizien.be ";"http://www.cuisinekwizien.be";"";"";"";"";"Moderne burgerkeuken met kleurrijke Maghreb-invloeden in een sympathieke, landelijk gelegen bistro.
Chef Steven Devriendt kookt eerlijke gerechten aan schappelijke prijzen. Hij werkt zowel met Belgische topproducten, zoals West-Vlaams rood, als met Noord-Afrikaanse ingrediënten. Denk maar an fregola en ras el hanout.

Sluitingsdagen: woensdag, donderdag & zaterdagmiddag.";"http://toevla.vlaanderen.be/publiek/nl/register/detail/303";"";"";"Je hebt hulp nodig op enkele hellingen op het openbaar domein. Het opengaand deel van de dubbele inkomdeur is slechts 76 cm breed en zwaar om zelf te openen. De circulatieruimte in het sas en de inkomhal is nipt. ";"";"0";"Er is een ruimer, maar voor de meeste rolstoelgebruikers onvoldoende toegankelijk toilet.";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";""
